"gene_id","master_id","skel_code","skel_elem","year_pub","pub_abbr","doi","link","date_metho","date_BP","date_err","date_full","age_at_death","group","locality","pol_ent","lat","long","Pulldown.Strategy","suffices","data_type","no_lib","snps_1240k","snps_ho","mol_sex","ROH_tot","ROH_tot2","Y_hap","Y_hap2","Y.hap3","mtDNA_cov","mtDNA_hap","mtDNA_match","damage","sex_ratio","angsd","hapconx","lib_type","libs","endo","assess","assess_warn","mtDNA_hap_simp","y_hap_simp"
"I10940.AG","I10940","121 (BRA'03/III/P7/1)","petrous (CBD)",2019,"OlaldeScience2019","doi:10.1126/science.aav4040","ENA:PRJEB30874","Context: Archaeological",3600,144,"1900-1400 BCE",NA,"Gibraltar_EBA.AG","Bray Cave","Gibraltar",36.132004,-5.343773,"Native Pulldown on 3.2M snpset","AG","1240k",1,32817,16316,"M","n/a (<300K SNPs)","n/a (<300K SNPs)","R-P297","R1b1a1",NA,NA,"H1e1a",NA,"0.032",0.439,"n/a (4 SNPs)","n/a (<2000 X SNPs)","ds.half","S10940.Y1.E1.L1","0.16","PASS",NA,"H1e","R1b"
"I10941.AG","I10941","120 (BRA'06/III/o7/66)","petrous (CBD)",2019,"OlaldeScience2019","doi:10.1126/science.aav4040","ENA:PRJEB30874","Context: Archaeological",3600,144,"1900-1400 BCE",NA,"Gibraltar_EBA.AG","Bray Cave","Gibraltar",36.132004,-5.343773,"Native Pulldown on 3.2M snpset","AG","1240k",1,441292,226694,"M","4.031999","0","R-P312","R1b1a1b1a1a2",NA,NA,"T2e1",NA,"0.102",0.443,"[0,0.009]","[0.003,0.012]","ds.half","S10941.Y1.E1.L1","0.51","PASS",NA,"T2e","R1b"
"I10943.AG","I10943","W396 (Mass grave 1), 20","petrous",2022,"ReitsemaMittnikKylePNAS2022","doi:10.1073/pnas.2205272119","ENA:PRJEB55842","Known: 480 BCE battle (use this in preference to the earlier date of 765-489 calBCE (2475±20 BP, PSUAMS-4118) calibrated as IntCal20)",2430,0,"480 BCE",NA,"Italy_Sicily_Himera_480BCE_NEurope.AG","Himera (Sicily, Palermo, Termini Imerese)","Italy",37.972296,13.824736,"Native Pulldown on 3.2M snpset","AG","1240k",1,676915,354055,"M","5.174094","0","R-Y35","R1a1a1b1a2b",NA,"189","U5a1a1+152","[0.987,0.995]","0.136",0.433,"[0.004,0.01]","[0.005,0.009]","ds.half","S10943.Y1.E1.L1","0.62","PASS","hapConX=[0.005,0.009]","U5a","R1a"
"I10945.AG","I10945","W494 (Mass grave 2), 22","petrous",2022,"ReitsemaMittnikKylePNAS2022","doi:10.1073/pnas.2205272119","ENA:PRJEB55842","Known: 480 BCE battle",2430,0,"480 BCE",NA,"Italy_Sicily_Himera_480BCE_Greek.AG","Himera (Sicily, Palermo, Termini Imerese)","Italy",37.972296,13.824736,"Native Pulldown on 3.2M snpset","AG","1240k",1,712684,374322,"M","0","0","J-Y151557","J2a1a1a2b1b",NA,"208","T2c1","[0.991,0.996]","0.113",0.429,"[0.002,0.006]","[0.004,0.007]","ds.half","S10945.Y1.E1.L1","0.73","PASS",NA,"T2c","J2a"
"I10946.AG","I10946","W1771 (Mass grave 4), 23","petrous",2022,"ReitsemaMittnikKylePNAS2022","doi:10.1073/pnas.2205272119","ENA:PRJEB55842","Known: 480 BCE battle",2430,0,"480 BCE",NA,"Italy_Sicily_Himera_480BCE_Balkan.AG","Himera (Sicily, Palermo, Termini Imerese)","Italy",37.972296,13.824736,"Native Pulldown on 3.2M snpset","AG","1240k",1,619901,324781,"M","0","0","E-Y20123","E1b1b1a1b1a15a~",NA,"157","J1c11a","[0.994,1]","0.125",0.432,"[0,0.006]","[0.003,0.008]","ds.half","S10946.Y1.E1.L1","0.55","PASS",NA,"J1c","E1b"
"I10947.AG","I10947","W1774 (Mass grave 4), 24","petrous",2022,"ReitsemaMittnikKylePNAS2022","doi:10.1073/pnas.2205272119","ENA:PRJEB55842","Known: 480 BCE battle (use this in preference to the direct radiocarbon date of 745-409 calBCE (2435±20 BP, PSUAMS-4220) calibrated as IntCal20)",2430,0,"480 BCE",NA,"Italy_Sicily_Himera_480BCE_Sarmatian.AG","Himera (Sicily, Palermo, Termini Imerese)","Italy",37.972296,13.824736,"Native Pulldown on 3.2M snpset","AG","1240k",1,707863,372901,"M","4.1877","0","R-Z2124","R1a1a1b2a2",NA,"267","A6a","[0.987,0.995]","0.116",0.434,"[0.002,0.006]","[0.005,0.008]","ds.half","S10947.Y1.E1.L1","0.74","PASS","hapConX=[0.005,0.008]","A6a","R1a"
"I10950.AG","I10950","W814 (Mass grave 3), 39","petrous",2022,"ReitsemaMittnikKylePNAS2022","doi:10.1073/pnas.2205272119","ENA:PRJEB55842","Known: 480 BCE battle",2430,0,"480 BCE",NA,"Italy_Sicily_Himera_480BCE_Balkan.AG","Himera (Sicily, Palermo, Termini Imerese)","Italy",37.972296,13.824736,"Native Pulldown on 3.2M snpset","AG","1240k",1,712438,374414,"M","0","0","E-CTS6377","E1b1b1a1b1a6a~",NA,"277","T2b","[0.988,0.995]","0.111",0.433,"[0.001,0.004]","[0.004,0.007]","ds.half","S10950.Y1.E1.L1","0.46","PASS",NA,"T2b","E1b"
"I10974.AG","I10974","LOEB_163c (Loebanr I, G. 163?, Grave 63, Individual 3)","petrous",2019,"NarasimhanPattersonScience2019","doi:10.1126/science.aat7487","ENA:PRJEB32466","Direct: IntCal20",2903,32,"1011-901 calBCE (2800±20 BP, PSUAMS-4867)",NA,"Pakistan_Loebanr_IA.AG","Loebanr (Khyber-Pakhtunkwa, Swat Valley)","Pakistan",34.7514611,72.4019361,"Native Pulldown on 3.2M snpset","AG","1240k",1,569290,294668,"M","26.137305","0","L-M2533","L1a",NA,"157","HV2a","[0.988,0.996]","0.124",0.436,"[0,0.009]","[0.006,0.012]","ds.half","S10974.Y1.E1.L1","0.14","PASS","hapConX=[0.006,0.012]","HV2","L1a"
"I1108.AG","I1108","MP1","bone (long bone)",2018,"MathiesonNature2018","doi:10.1038/nature25778","ENA:PRJEB22652","Context: Archaeological - Based on ceramic assemblage (ignore date because aquatic reservoir effect makes all Malak Preslavets dates a few centries too old; the date is 6010-5841 calBCE (7044±38 BP, OxA-32530) -- WARNING UNPUBLISHED DATE)",7550,115,"5800-5400 BCE",NA,"Bulgaria_MalakPreslavets_N_oLowEEF.AG","Malak-Preslavets (province Silistra, municipality Tutrakan, Tsar Samuil)","Bulgaria",43.98,26.4,"Native Pulldown on 3.2M snpset","AG","1240k",4,280049,145722,"M","n/a (<300K SNPs)","n/a (<300K SNPs)","T-L162","T1a1",NA,"81.293319","T2e","[0.996,1]",NA,NA,"[0,0.041]","[0,0.01]","ds.half,ds.half,ds.half,ds.half","S1108.E1.L1,S1108.E1.L2,S1108.E1.L3,S1108.E1.L4","0.0059,0.0023,0.0014,0.0017","PASS",NA,"T2e","T1a"
"I11158.AG","I11158","2 (Gr. 86 K, inv. 16083)","petrous",2021,"PattersonNature2021","doi:10.1038/s41586-021-04287-4","ENA:PRJEB47891","Context: Date on a 1d relative from same site I7198",4025,101,"2250-1900 BCE",NA,"Czechia_EBA_son.I14193_son.I7198.AG","Praha-Jinonice (Prague Region, Prague District, Prague-5)","Czechia",50.054385,14.363387,"Native Pulldown on 3.2M snpset","AG","1240k",1,701871,368118,"M","4.822994","0","R-Z280","R1a1a1",NA,NA,"U5b2c","[0.98,0.989]","0.089",0.434,"[0.001,0.005]","[0.002,0.005]","ds.half","S11158.Y1.E1.L1","0.77","PASS",NA,"U5b","R1a"
"I11160.AG","I11160","6 (Gr. 1, inv. 16050)","petrous",2021,"PattersonNature2021","doi:10.1038/s41586-021-04287-4","ENA:PRJEB47891","Context: Archaeological",3850,173,"2200-1600 BCE",NA,"Czechia_EBA_Unetice_brother.I14185.AG","Praha-Jinonice (Prague Region, Prague District, Prague-5)","Czechia",50.054385,14.363387,"Native Pulldown on 3.2M snpset","AG","1240k",1,708622,372379,"M","0","0","R-L2","R1b1a1b1a1a2b1",NA,NA,"K1","[0.988,0.996]","0.118",0.437,"[0.001,0.006]","[0.005,0.009]","ds.half","S11160.Y1.E1.L1","0.75","PASS","hapConX=[0.005,0.009]","K1","R1b"
"I1126.AG","I1126","378622 (Drawer 2)","bone (rib)",2019,"FlegontovNature2019","doi:10.1038/s41586-019-1251-y","ENA:PRJEB30575","Direct (WARNING NEEDS MARINE CALIBRATION IN IntCal20): IntCal13 by Thomas Harper",965,147,"730-1240 calCE (1830±84 BP, AA-46418)",NA,"USA_AK_PaleoAleut.AG","Chaluka Midden (Alaska, Aleutian Islands, Umnak Island)","USA",52.9883684,-168.82057,"Native Pulldown on 3.2M snpset","AG","1240k",1,106119,55754,"M","n/a (<300K SNPs)","n/a (<300K SNPs)","Q-Z36017","Q1a1b",NA,"25","D2a1a","[0.986,0.998]","0.024",0.45,"n/a (16 SNPs)","n/a (<2000 X SNPs)","ds.half","S1126.E1.L2","0.019","PASS","damage.ds.half=0.024, low.damage.mitigated.because.a.recent.sample.from.the.Arctic","D2a","Q1a"
"I1135.AG","I1135","VN37, 0.7.MB.H1.M09 | VN37 (0.7.MB.H1.M09)","petrous",2018,"LipsonScience2018","doi:10.1126/science.aat3188","ENA:PRJEB24939","Direct: IntCal20",3715,59,"1876-1687 calBCE (3445±20 BP, PSUAMS-2409)",NA,"Vietnam_N.AG","Man Bac (Ninh Binh province, Yên Mô District)","Vietnam",20.1333333,105.983333,"Native Pulldown on 3.2M snpset","AG","1240k",4,21381,11070,"M","n/a (<300K SNPs)","n/a (<300K SNPs)","CT","CT",NA,"5.780735","M7","[0.794,0.925]",NA,NA,NA,"n/a (<2000 X SNPs)","ds.half,ds.half,ds.half,ds.half","S1135.E1.L1,S1135.E1.L3,S7243.E1.L1,S1135.E1.L4","0.0064,0.014,0.0093,0.015","QUESTIONABLE","mtcontam=[0.794,0.925]","M7","CT"
"I11442.AG","I11442","Buffa 3036c, 323","petrous",2020,"FernandesNatureEcologyEvolution2020","doi:10.1038/s41559-020-1102-0","ENA:PRJEB35980","Direct: IntCal20; R_combine",4120,43,"2276-2060 calBCE (3758±15 BP) [R_Combine: (3765±20 BP, PSUAMS-4620), (3750±20 BP, PSUAMS-4547)",NA,"Italy_Sicily_EBA.AG","Buffa (Sicily, Palermo)","Italy",37.908,13.478,"Native Pulldown on 3.2M snpset","AG","1240k",1,746638,394599,"M","0","0","R-P312","R1b1a1b1a1a2",NA,NA,"K1a3a","[0.99,0.997]","0.075",0.432,"[0.001,0.005]","[0.003,0.006]","ds.half","S11442.Y1.E1.L1","0.77","PASS",NA,"K1a","R1b"
"I11443.AG","I11443","Buffa 3032, 324","petrous",2020,"FernandesNatureEcologyEvolution2020","doi:10.1038/s41559-020-1102-0","ENA:PRJEB35980","Direct: IntCal20",4090,60,"2279-2102 calBCE (3746±30 BP, OxA-32773)",NA,"Italy_Sicily_EBA_o2.AG","Buffa (Sicily, Palermo)","Italy",37.908,13.478,"Native Pulldown on 3.2M snpset","AG","1240k",1,751298,397701,"M","0","0","R-P312","R1b1a1b1a1a2",NA,NA,"U5b2c","[0.988,0.995]","0.093",0.431,"[0.002,0.005]","[0.003,0.005]","ds.half","S11443.Y1.E1.L1","0.82","PASS",NA,"U5b","R1b"
"I11462.AG","I11462","406 (Grave 309)","petrous",2019,"NarasimhanPattersonScience2019","doi:10.1126/science.aat7487","ENA:PRJEB32466","Direct: IntCal20",4844,12,"2911-2881 calBCE (4270±20 BP, PSUAMS-4778)",NA,"Iran_ShahrISokhta_BA1.AG","Shahr i Sokhta (Sistan and Baluchestan, Hamun)","Iran",30.649857,61.400311,"Native Pulldown on 3.2M snpset","AG","1240k",1,655209,344599,"M","5.225003","0","L-Z20267","L1a2a",NA,NA,"M33a2a","[0.988,0.997]","0.149",0.433,"[0,0.006]","[0.003,0.007]","ds.half","S11462.Y1.E1.L1","0.76","PASS",NA,"M33","L1a"
"I11474.AG","I11474","418 (Grave 303A)","petrous",2019,"NarasimhanPattersonScience2019","doi:10.1126/science.aat7487","ENA:PRJEB32466","Context: Archaeological",4600,29,"2700-2600 BCE",NA,"Iran_ShahrISokhta_BA1.AG","Shahr i Sokhta (Sistan and Baluchestan, Hamun)","Iran",30.649857,61.400311,"Native Pulldown on 3.2M snpset","AG","1240k",1,519145,270821,"M","0","0","J-Y25795","J2a2a1a1a2a~",NA,NA,"R5a2b","[0.989,0.998]","0.141",0.436,"[0,0.014]","[0.004,0.012]","ds.half","S11474.Y1.E1.L1","0.44","PASS",NA,"R5a","J2a"
"I11478.AG","I11478","422 (IRW, Grave 7)","petrous",2019,"NarasimhanPattersonScience2019","doi:10.1126/science.aat7487","ENA:PRJEB32466","Context: Archaeological",4500,375,"3200-1900 BCE",NA,"Iran_ShahrISokhta_BA1.AG","Shahr i Sokhta (Sistan and Baluchestan, Hamun)","Iran",30.649857,61.400311,"Native Pulldown on 3.2M snpset","AG","1240k",1,665280,348813,"M","0","0","J-Y17404","J2a1a4b",NA,NA,"U1a1c1d","[0.992,0.999]","0.146",0.432,"[0,0.006]","[0.004,0.008]","ds.half","S11478.Y1.E1.L1","0.55","PASS",NA,"U1a","J2a"
"I1160.AG","I1160","CHPKL101B-005, CHPKL101B-011 | Pkinn CHPK: L101B-011","petrous",2018,"HarneyMayNatureCommunications2018","doi:10.1038/s41467-018-05649-9","ENA:PRJEB27215","Context: Archaeological",5950,289,"4500-3500 BCE",NA,"Israel_C.AG","Peki'in (Northern District, Akko)","Israel",32.974167,35.331389,"Native Pulldown on 3.2M snpset","AG","1240k",2,602685,319478,"M","8.596408","0","T-CTS2214","T1a1a1b2",NA,"4.576257","I6","[0.827,0.947]",NA,NA,NA,"[0.008,0.015]","ds.half,ds.half","S1161.E1.L1,S1160.E1.L1","0.022,0.0047","QUESTIONABLE","mtcontam=[0.827,0.947], hapConX=[0.008,0.015]","I6","T1a"
"I1166.AG","I1166","CHPKL104-014, CHPKL104-026 | Pkinn CHPK: L104-026","petrous",2018,"HarneyMayNatureCommunications2018","doi:10.1038/s41467-018-05649-9","ENA:PRJEB27215","Context: Archaeological",5950,289,"4500-3500 BCE",NA,"Israel_C_father.or.son.I1169.AG","Peki'in (Northern District, Akko)","Israel",32.974167,35.331389,"Native Pulldown on 3.2M snpset","AG","1240k",2,610124,326447,"M","4.915501","0","T-Y4119","T1a1a1",NA,"60.720804","R0a","[0.985,0.999]",NA,NA,NA,"[0.007,0.014]","ds.half,ds.half","S1167.E1.L1,S1166.E1.L1","0.020,0.023","PASS","hapConX=[0.007,0.014]","R0a","T1a"
"I1192.AG","I1192","Popov_7: Boysmana-II; Cemetery-1; Burial-5 (Boysmana II, Cemetery 1, Burial 5)","tooth",2021,"WangNature2021","doi:10.1038/s41586-021-03336-2","ENA:PRJEB42781","Direct: IntCal20",6711,77,"4935-4605 calBCE (5890±60 BP, TERRA-b06129733)",NA,"Russia_Boisman_MN_1d.rel.I1206.AG","Boismana-2 (Primorsky Krai, Khasansky District)","Russia",42.7894444,131.276111,"Native Pulldown on 3.2M snpset","AG","1240k",4,236378,124184,"M","n/a (<300K SNPs)","n/a (<300K SNPs)","C-F3447","C2a1",NA,"127.41119","B4d1'2'3","[0.994,1]",NA,NA,"[0,0.069]","[0.014,0.041]","ds.half,ds.half,ds.half,ds.half","S1192.E1.L5,S1192.E1.L2,S1192.E1.L4,S1192.E1.L3","0.0086,0.0067,0.0082,0.0096","QUESTIONABLE","hapConX=[0.014,0.041]","B4d","C2a"
"I1295.AG","I1295","MP13, Burial 18; inventory: S36 (S36, Burial 18, Sample 13)","bone (long bone)",2018,"MathiesonNature2018","doi:10.1038/nature25778","ENA:PRJEB22652","Context: Archaeological - Based on ceramic assemblage (ignore date because aquatic reservoir effect makes all Malak Preslavets dates a few centries too old; the date is 5885-5723 calBCE (6914±34 BP, OxA-32542) -- WARNING UNPUBLISHED DATE)",7550,115,"5800-5400 BCE",NA,"Bulgaria_MalakPreslavets_N.AG","Malak-Preslavets (province Silistra, municipality Tutrakan, Tsar Samuil)","Bulgaria",43.98,26.4,"Native Pulldown on 3.2M snpset","AG","1240k",4,156878,81412,"M","n/a (<300K SNPs)","n/a (<300K SNPs)","G-P303","G2a2b2a",NA,"120.40105","J1c2","[0.996,1]",NA,NA,NA,"[0,0.008]","ds.half,ds.half,ds.half,ds.half","S1295.E1.L1,S1295.E1.L2,S1295.E1.L3,S1295.E1.L4","0.012,0.0022,0.0022,0.0023","PASS",NA,"J1c","G2a"
"I1296.AG","I1296","MP11 (S28, Burial 16, Sample 11)","bone (long bone)",2018,"MathiesonNature2018","doi:10.1038/nature25778","ENA:PRJEB22652","Direct: IntCal20",7634,30,"5733-5631 calBCE (6796±36 BP, OxA-32540)",NA,"Bulgaria_MalakPreslavets_N.AG","Malak-Preslavets (province Silistra, municipality Tutrakan, Tsar Samuil)","Bulgaria",43.98,26.4,"Native Pulldown on 3.2M snpset","AG","1240k",3,54932,28987,"M","n/a (<300K SNPs)","n/a (<300K SNPs)","C-V182","C1a2a",NA,"21.399421","U5a2d","[0.982,1]",NA,NA,NA,"n/a (<2000 X SNPs)","ds.half,ds.half,ds.half","S1296.E1.L1,S1296.E1.L3,S1296.E1.L4","0.014,0.0024,0.0017","PASS",NA,"U5a","C1a"
"I1296_enhanced.AG","I1296","MP11; S28, Burial 16, Sample 11","bone (long bone)",2018,"LazaridisAlpaslanRoodenbergScience2022 (higher coverage of previously reported individual from MathiesonNature2018)","doi:10.1126/science.abm4247",NA,"Direct (WARNING UNPUBLISHED DATE): IntCal20",7634,30,"5733-5631 calBCE (6796±36 BP, OxA-32540)",NA,"Bulgaria_MalakPreslavets_N.AG","Malak-Preslavets (province Silistra, municipality Tutrakan, Tsar Samuil)","Bulgaria",43.98,26.4,"Native Pulldown on 3.2M snpset","AG","1240k",5,108548,57623,"M","n/a (<300K SNPs)","n/a (<300K SNPs)","C-V182","C1a2a",NA,"21.399421","U5a2d","[0.982,1]",NA,NA,NA,"n/a (<2000 X SNPs)","ds.half,ds.half,ds.half,ds.half,ds.half","S1296.E1.L1,S1296.E1.L3,S1296.E1.L4,S1296.E1.L5,S1296.E1.L6","0.014,0.0024,0.0017,0.0067,0.0067","PASS",NA,"U5a","C1a"
"I1312_d.AG","I1312","E-459_No6","petrous",2019,"OlaldeScience2019","doi:10.1126/science.aav4040","ENA:PRJEB30874","Context: Date(s) on the layer of 1936-1621 calBCE (3465±60 BP, UBAR-697), 1867-1518 calBCE (3370±50 BP, UBAR-670), 1738-1451 calBCE (3305±55 BP, UBAR-671), and 1875-1513 calBCE (3380±60 BP, UBAR-672) calibrated by IntCal20",3650,173,"2000-1400 BCE",NA,"Spain_EBA.AG","Can Roquetes (Catalonia, Barcelona, Sabadell)","Spain",41.5373,2.1329,"Native Pulldown on 3.2M snpset","AG","1240k",3,132829,69986,"M","n/a (<300K SNPs)","n/a (<300K SNPs)","R-Z195","R1b1a1b1a1a2a",NA,"2.632567","HV0+195",NA,NA,NA,NA,"[0,0.015]","ds.half,ds.half,ds.half","S1312.E1.L1,S1312.E1.L2,S1312.E1.L3","0.058,0.059,0.057","PASS",NA,"HV0","R1b"
"I1378.AG","Ukraine_N1","StPet2.P3 (MAE_6204_1, Vovnihy-2, 1949-1952, SW sector, 18, burial 2)",NA,2017,"MathiesonNature2018","doi:10.1038/nature25778","ENA:PRJEB22652","Context: Maternal relationship with dated I1732 and date(s) on 2d/3d relative I1738; approximation using intersection of these individuals' 95.4% intervals",7300,29,"5400-5300 BCE",NA,"Ukraine_N_son.I1732.AG","Vovnihy-2 (Dnipropetrovsk Oblast, Dnipro District, Solone municipality)","Ukraine",48.133,35.082,"Native Pulldown on 3.2M snpset","AG","1240k",1,164172,85538,"M","n/a (<300K SNPs)","n/a (<300K SNPs)","I-L701","I2a1b1a2",NA,"18","U4b","[0.972,0.992]","0.137",0.446,"n/a (38 SNPs)","[0,0.019]","ds.half","S1378.E1.L2","0.059","PASS",NA,"U4b","I2a"
"I1389_enhanced.AG","I1389","10-Grave69","tooth",2018,"PattersonNature2021 (higher coverage of previously published individual in OlaldeNature2018)","doi:10.1038/s41586-021-04287-4",NA,"Direct: IntCal20; R_combine",4361,49,"2553-2302 calBCE (3929±23 BP) [R_combine: (3935±35 BP, Poz-41229), (3925±30 BP, Poz-41228)]",NA,"France_BellBeaker_1d.rel.I1390.AG","Les-Villas-d'Aurele (Grand Est Region, Haut-Rhin Department)","France",47.39,7.271,"Native Pulldown on 3.2M snpset","AG","1240k",3,191464,99706,"M","n/a (<300K SNPs)","n/a (<300K SNPs)","R-L2","R1b1a1b1a1a2b1",NA,"133.38904","X2b4a","[0.994,1]",NA,NA,NA,"[0,0.024]","ds.half,ds.half,ds.half","S1389.E1.L1,S1389.E1.L2,S1389.E1.L3","0.010,0.0089,0.0092","PASS",NA,"X2b","R1b"
"I1526.AG","I1526","Mos106 (Specimen P4)","tooth,tooth",2019,"FlegontovNature2019","doi:10.1038/s41586-019-1251-y","ENA:PRJEB30575","Direct (WARNING NEEDS MARINE CALIBRATION IN IntCal20): IntCal13 by Thomas Harper (R_Combine)",4796,52,"2900-2706 calBCE (4227±17 BP) [R_Combine: (4259±38 BP, UBA-33762), (4215±25 BP, PSUAMS-3742), (4225±25 BP, PSUAMS-1963)]","adolescent","Russia_UstBelaya_Angara.AG","Ust'-Belaya (Irkutsk Oblast, Usolskiy District, mouth of the Belaya River)","Russia",52.916944,103.657222,"Native Pulldown on 3.2M snpset","AG","1240k",2,940824,498976,"M","94.934996","0","Q-YP4010","Q1b1b~",NA,"661.468646","C4a1a3","[0.993,0.999]",NA,NA,"[0,0.005]","[0.001,0.003]","ds.half,ds.half","S1526.E1.L1,S7778.E1.L1","0.477,0.321","PASS",NA,"C4a","Q1b"
"I1565.AG","I1565","Bla8+Bla9+Bla11+Bla24+Bla26(x)+Bla45 (Excavation 2004)","bone (long bone)",2017,"LipsonNature2017","doi:10.1038/nature24476","ENA:PRJEB22629","Direct: IntCal20; R_combine",5674,37,"3725-3655 calBCE (4965±15 BP) [R_combine: (4950±30, KIA-45006, Bla8), (4905±25, KIA-45008, Bla9), (5145±30, KIA-45007, Bla11), (4845±35, KIA-37507, Bla24)]",NA,"Germany_Blatterhohle_MN_oWHG.AG","Blätterhöhle Cave (Nordrhein-Westfalen, Arnsberg, Hagen-Kreisfreie Stadt)","Germany",51.358333,7.551111,"Native Pulldown on 3.2M snpset","AG","1240k",6,855989,456121,"M","39.251512","0","I-M838","I2a1a1b1b~",NA,"1455.3786","U5b2b2","[0.993,1]","0.061",0.388,"[0.002,0.01]","[0.003,0.005]","ds.half,ds.half,ds.half,ds.half,ds.half,ds.half","S1567.E1.L1,S1566.E1.L1,S1565.E1.L1,S1589.E1.L1,S1591.E1.L1,S1615.E1.L1","0.0058,0.0029,0.0059,0.013,0.0087,0.265","PASS",NA,"U5b","I2a"
"I1577.AG","I1577","KremsWA3 (Burial 2 individual 3)","bone (cranial)",2016,"FuNature2016","doi:10.1038/nature17993","ENA:PRJEB13123","Context: Date of relative (I2483))",30200,548,"29200-27300 BCE",NA,"Austria_Gravettian.AG","Krems-Wachtberg (Niederösterreich, Krems an der Donau(Stadt), Innenstadt)","Austria",48.41,15.59,"Native Pulldown on 3.2M snpset","AG","1240k",2,229810,121451,"M","n/a (<300K SNPs)","n/a (<300K SNPs)","IJ","IJ",NA,"49.578188","U5","[0.986,0.999]",NA,NA,NA,"[0,0.017]","ds.half,ds.half","S1577.E1.L2,S1577.E1.L3","0.0038,0.0030","PASS",NA,"U5","IJ"
"I1583.AG","I1583","L14-200","petrous",2015,"LazaridisAlpaslanRoodenbergScience2022 (higher coverage of previously reported individual from MathiesonNature2015)","doi:10.1126/science.abm4247",NA,"Direct: IntCal20",8273,58,"6424-6233 calBCE (7460±50 BP, Poz-82231)","6-10 yrs","Turkey_Marmara_Barcin_N.AG","Barcın-Höyük (Bursa, Yenişehir)","Turkey",40.3037,29.6085,"Native Pulldown on 3.2M snpset","AG","1240k",2,1013428,533924,"M","8.080402","0","G-Z6484","G2a2a1a2",NA,"592","K1a2","[0.989,0.996]","0.13",0.41,"[0.006,0.012]","[0.008,0.009]","ds.half,ds.half","S1583.E1.L1,S2211.E1.L1","0.660,0.324","PASS","ANGSD=[0.006,0.012], hapConX=[0.008,0.009]","K1a","G2a"
"I1593.AG","I1593","Bla16+Bla27+Bla59 (Excavation 2004)","bone (long bone)",2017,"LipsonNature2017","doi:10.1038/nature24476","ENA:PRJEB22629","Direct: IntCal20; R_combine",5527,37,"3644-3528 calBCE (4810±23 BP) [R_combine: (4615±30, KIA-28845, Bla16), (5055±35, KIA-37508, Bla27)]",NA,"Germany_Blatterhohle_MN.AG","Blätterhöhle Cave (Nordrhein-Westfalen, Arnsberg, Hagen-Kreisfreie Stadt)","Germany",51.358333,7.551111,"Native Pulldown on 3.2M snpset","AG","1240k",3,571574,303286,"M","21.678709","0","R-V88","R1b",NA,"190.741626","U5b2a2","[0.975,0.994]",NA,NA,"[0,0.014]","[0.004,0.011]","ds.half,ds.half,ds.half","S1571.E1.L1,S1593.E1.L1,S1619.E1.L1","0.0068,0.0092,0.023","PASS",NA,"U5b","R1b"
"I1685.AG","I1685","NAT4 (Raqefet-Cave, H14)","petrous",2016,"LazaridisPattersonAnthonyBioRxiv2024 (higher coverage version of sample previously published in LazaridisAlpaslanRoodenbergScience2022 and LazaridisNature2016)","doi:10.1126/science.abm4247",NA,"Context: Archaeological",12700,722,"12000-9500 BCE",NA,"Israel_Natufian.AG","Raqefet Cave (Haifa)","Israel",32.65,35.067,"Native Pulldown on 3.2M snpset","AG","1240k",3,41867,22079,"M","n/a (<300K SNPs)","n/a (<300K SNPs)","E-Z830","E1b1b",NA,"5.251373","J2a2","[0.815,0.927]",NA,NA,NA,"n/a (<2000 X SNPs)","ds.half,ds.half,ds.half","S1685.E1.L1,S1685.E1.L2,S1685.E1.L3","0.0071,0.0082,0.011","QUESTIONABLE","mtcontam=[0.815,0.927]","J2a","E1b"
"I1781.AG","I1781","Gonur 2003 Tomb 3012 Sample 1","tooth",2019,"NarasimhanPattersonScience2019","doi:10.1126/science.aat7487","ENA:PRJEB32466","Direct: IntCal20",3832,58,"2014-1771 calBCE (3550±30 BP, PSUAMS-2065)",NA,"Turkmenistan_Gonur_BA_1.AG","Gonur (Mary Region)","Turkmenistan",38.21228,62.03443,"Native Pulldown on 3.2M snpset","AG","1240k",3,317600,165546,"M","0","0","T-Y8614","T1a",NA,"36.949967","T1a1","[0.979,0.995]",NA,NA,"[0,0.03]","[0,0.008]","ds.half,ds.half,ds.half","S1781.E1.L1,S1781.E1.L2,S1781.E1.L3","0.0069,0.0063,0.0071","PASS",NA,"T1a","T1a"
"I1789.AG","I1789","Gonur 2013 Area 12 shaft tomb, tomb N4329","tooth",2019,"NarasimhanPattersonScience2019","doi:10.1126/science.aat7487","ENA:PRJEB32466","Direct: IntCal20",4082,65,"2282-2028 calBCE (3735±35 BP, Poz-83486)",NA,"Turkmenistan_Gonur_BA_1_o2.AG","Gonur (Mary Region)","Turkmenistan",38.21228,62.03443,"Native Pulldown on 3.2M snpset","AG","1240k",3,43312,22603,"M","n/a (<300K SNPs)","n/a (<300K SNPs)","P-P337","P1",NA,"16.479751","U7a3","[0.928,0.973]",NA,NA,NA,"n/a (<2000 X SNPs)","ds.half,ds.half,ds.half","S1789.E1.L1,S1789.E1.L2,S1789.E1.L3","0.0025,0.0018,0.0030","CRITICAL","sexratio=0.105-0.236, mtcontam=[0.928,0.973]","U7a","P1"
